_id,post_id,post_type,posted_at,likes,shares,comments,views,save_count
f33a3ace-da42-403c-9016-c29a1494975d,2751,reel,2024-12-26T18:38:24.076877,393,145,36,2787,7
c2d2ef00-e97b-482b-a7c4-0effffadcf6f,604,reel,2024-12-27T18:38:24.076877,828,154,6,3919,27
368d4bd1-a3f0-4a29-a78c-afc6bbcac4a9,2393,carousel,2024-12-11T18:38:24.076877,801,200,21,8338,43
6c135838-3570-4eeb-81e5-8bf72d89c7b2,419,static_image,2024-12-13T18:38:24.076877,943,131,57,6718,23
22ced1a4-afd2-4c7f-8e73-974f76fe28d2,2828,static_image,2024-12-11T18:38:24.076877,869,194,51,9770,14
b398a949-c837-4c99-b5cb-93196ca34ee4,1640,static_image,2024-12-18T18:38:24.076877,373,126,77,3607,34
cf87c801-4608-4d24-92b9-9f44ab63a1f1,4863,reel,2024-12-10T18:38:24.076877,573,166,43,9024,17
ae4f0c2c-a85b-4364-8ccd-534037041efa,158,static_image,2024-12-10T18:38:24.076877,497,48,22,6563,48
e012d581-a031-469e-b694-8eca4f5f4956,3623,static_image,2025-01-08T18:38:24.076877,59,28,97,2622,48
dad0d1be-5e05-4731-9390-71ae75ce8c6c,4680,static_image,2024-12-09T18:38:24.076877,859,21,85,7196,18
3bc8cb69-b549-4ffc-a3e5-5245150e5e42,465,reel,2025-01-03T18:38:24.076877,314,131,63,5468,41
cf1b1725-591e-404e-ba93-75755afc1074,1296,carousel,2024-12-28T18:38:24.076877,166,132,82,4410,27
b1b14f3d-d0dd-4a9e-973b-08eed8403447,217,reel,2024-12-21T18:38:24.076877,707,169,43,5670,13
c5fcfd0e-936e-4111-910c-066fb7f59ce6,4334,carousel,2024-12-14T18:38:24.076877,285,57,68,4695,25
7e48376d-c347-442d-a6b7-c025ace40833,2867,static_image,2024-12-21T18:38:24.076877,776,55,27,6709,7
33cbc0e6-36f1-40d9-bff8-3640d42027e8,2076,reel,2024-12-23T18:38:24.076877,302,184,86,7819,19
6639ebe3-8839-4ce0-b4a9-9d67483009db,2871,reel,2024-12-20T18:38:24.076877,803,75,90,8213,25
2b39b1be-996b-4b02-a5ce-aa75be1869c3,331,reel,2024-12-17T18:38:24.076877,701,128,91,7868,16
e75cce57-cac0-4cee-8158-81cb31494655,817,reel,2025-01-02T18:38:24.076877,678,98,7,6401,43
29d21f26-3f49-40bf-86c3-6d435029a9d8,2649,static_image,2024-12-16T18:38:24.076877,614,194,94,1544,15
5e6bb7f1-c615-4b17-993c-cefff516d081,3834,static_image,2024-12-31T18:38:24.076877,572,191,97,6053,30
513b186c-c4a4-4035-8239-0b5a4b5d8cb0,4795,static_image,2025-01-04T18:38:24.076877,552,165,91,8983,27
eac9aa34-fa6a-488e-a2e2-0eb0e1688b6a,1575,static_image,2024-12-22T18:38:24.076877,735,109,88,9542,12
f7751724-8e98-43b8-a2c7-e7a129a14615,1215,carousel,2024-12-15T18:38:24.076877,964,191,41,7996,30
8aa03b42-4b2a-4be0-848f-06d0fd961a5d,4180,carousel,2025-01-08T18:38:24.076877,654,173,5,2674,23
37eb9e1a-e113-46e3-a8bc-53b5c4f64d7b,4201,static_image,2025-01-06T18:38:24.076877,415,40,73,1908,8
590a74e1-5d00-4674-a1c5-89f35dd68669,4935,carousel,2025-01-08T18:38:24.076877,772,88,50,8627,7
6c448d0a-b9d3-49c2-a718-a93e52acf6c0,2557,carousel,2024-12-23T18:38:24.076877,234,67,37,9064,20
64d3ff87-7055-4d92-9718-01a505366394,4380,reel,2024-12-16T18:38:24.076877,674,163,30,3868,23
73f79c36-099d-466a-8420-9e4f08117dc0,1244,carousel,2024-12-30T18:38:24.076877,982,199,97,4920,6
169b93a9-e601-4343-9940-c9a1404e6917,4957,carousel,2025-01-08T18:38:24.076877,905,76,44,8292,37
0d807937-3d77-4973-a2ca-3266a5f27ec3,2841,reel,2024-12-16T18:38:24.076877,65,163,23,7016,8
9462fbd6-e9ee-4fd5-8d20-583cfed3d5a9,2992,reel,2024-12-23T18:38:24.076877,497,113,5,9931,46
e4563496-2990-4f48-a58b-4d4f823e2855,2658,static_image,2024-12-24T18:38:24.076877,504,97,68,7753,44
3e8b61b5-86ac-4b84-82f6-de29da8d0e21,1665,carousel,2025-01-05T18:38:24.076877,231,102,100,2964,48
fd39d570-46bd-4083-b495-2b059811a7e8,3655,reel,2024-12-18T18:38:24.076877,539,155,35,5145,48
14410829-619b-4474-b6fe-738d690d2916,2538,reel,2024-12-12T18:38:24.076877,266,180,36,5050,32
59da2f4e-22eb-4e93-a80e-4f3de6e70aa3,304,carousel,2024-12-24T18:38:24.076877,759,175,96,1843,39
a5f46846-582e-40a6-a132-f20466cee028,94,static_image,2024-12-09T18:38:24.076877,96,85,76,2546,8
c474ebe3-e045-473e-9bbd-fd43d4ddf33e,370,carousel,2024-12-19T18:38:24.076877,271,42,33,3639,26
d5157f7b-1391-4927-b26f-820689ca9abc,3299,static_image,2024-12-19T18:38:24.076877,291,187,12,6377,50
5f2c0996-2e20-4ce8-92e2-194308a30ca1,4591,carousel,2024-12-24T18:38:24.076877,329,164,93,9734,38
f8cc7c53-3413-4166-9fb8-0987b276ad1f,4742,static_image,2024-12-12T18:38:24.076877,348,107,93,5138,16
14afb108-f695-47bb-9dc4-7cd3c582f270,1111,static_image,2024-12-13T18:38:24.076877,781,33,68,5918,32
cf0a6e8f-f094-4d04-93fb-ce7b4b6a0797,1563,reel,2024-12-30T18:38:24.076877,250,99,85,3688,29
12e6d855-44bf-4ef7-94ff-ecb55c6846ee,2926,static_image,2024-12-31T18:38:24.076877,960,19,70,6953,26
8ca223f8-56f5-4a20-835c-4bc417bd3958,4582,reel,2024-12-19T18:38:24.076877,417,32,7,8962,15
789a434b-bdf8-47df-9842-1d36dbc61fb8,197,carousel,2024-12-20T18:38:24.076877,276,88,99,6915,44
fe282fb9-4508-4bdc-8612-814fbbfae269,4134,static_image,2024-12-18T18:38:24.076877,630,19,43,4923,45
0e835824-2e0e-4602-8fce-8badedbfa198,1965,carousel,2024-12-16T18:38:24.076877,868,182,67,6563,44
b5f23e3b-22df-4333-be02-672a86776c5e,3231,carousel,2025-01-08T18:38:24.076877,310,66,18,2073,30
e33807fe-ac22-4b1b-9e7c-9264faaafa26,3882,static_image,2024-12-31T18:38:24.076877,192,13,85,3000,27
80615395-3155-43a1-8b1b-15e9d40df600,1522,static_image,2024-12-30T18:38:24.076877,828,164,65,3158,7
300d8b22-0ff3-4eef-920f-e38b74d452b2,1893,static_image,2024-12-31T18:38:24.076877,975,186,73,8332,46
ac163987-1a55-4db0-ac71-fe4389785250,1714,reel,2024-12-09T18:38:24.076877,320,158,75,6893,41
0d4f8d94-852e-4914-80f2-073e57f7ae9d,4698,reel,2024-12-31T18:38:24.076877,379,140,47,4784,25
a7f65ef2-6093-4f0c-82e3-8c21caa171bc,56,static_image,2024-12-12T18:38:24.076877,478,65,71,4013,29
3365c5fa-64ad-45ae-9f52-2701c1ca42c0,132,static_image,2025-01-05T18:38:24.076877,461,69,44,7483,23
5f67192e-9aa1-4925-a7ee-1c87ce146093,3826,reel,2025-01-02T18:38:24.076877,196,93,42,1424,44
019d9816-bc0d-4821-a04b-59ddf46c9960,1425,static_image,2024-12-12T18:38:24.076877,190,48,25,9779,40
e7cf549a-acfd-4aec-ae02-dd30e0f23a35,447,carousel,2025-01-01T18:38:24.076877,159,135,51,9557,12
d43ef386-9af1-4975-8599-6def0707fced,2748,carousel,2024-12-20T18:38:24.076877,948,61,6,6013,26
ba64e418-1681-4465-ad0e-d6aac1df7709,2859,reel,2025-01-04T18:38:24.076877,604,41,70,3655,34
b1d96a23-b35d-44ef-9ab8-d73021375950,781,carousel,2024-12-18T18:38:24.076877,407,43,71,6208,14
64a57b6e-20e2-4d7e-8d66-f2d868b6bf4d,381,carousel,2024-12-13T18:38:24.076877,812,34,68,4521,34
54439f41-ca7d-4d0d-9808-ee99076c5fd6,4092,carousel,2024-12-25T18:38:24.076877,551,14,24,2795,34
1ae21f83-da2e-4b52-9984-8e3fbe6d7da1,4522,static_image,2025-01-08T18:38:24.076877,820,102,36,5897,49
8c0d39e9-8eb1-442d-ba31-26b62d0d5f93,134,reel,2024-12-11T18:38:24.076877,924,175,49,1097,45
d144d05e-9eea-4cc6-85fa-c4b42b7b9317,3159,static_image,2024-12-22T18:38:24.076877,598,192,100,4146,6
e0a357f5-63a2-4757-990b-2d9d321f8f78,3102,carousel,2024-12-24T18:38:24.076877,331,142,86,8612,27
8e7d333d-fe03-40c6-8ce3-87f56aa9a60b,2758,static_image,2024-12-26T18:38:24.076877,270,27,15,8170,40
8aa0c8ce-2728-46f0-9bef-8fee5869849e,2800,carousel,2024-12-23T18:38:24.076877,488,44,54,3994,19
7411c95e-4a20-437a-a6d7-b7882f7b79b8,803,reel,2024-12-20T18:38:24.076877,978,88,50,7526,17
2f4e3fc8-576e-4a68-b290-a5b8b6210a7c,249,static_image,2024-12-25T18:38:24.076877,272,110,59,1887,50
e20acf75-ce6a-48c5-b840-d5a38c7001ae,2262,reel,2024-12-20T18:38:24.076877,600,51,18,7665,46
27d98c11-8dff-46f6-a840-602f48e099bb,3062,static_image,2025-01-04T18:38:24.076877,536,85,21,6876,38
1bd78eed-492a-4332-b615-49e2631018a9,3320,carousel,2024-12-09T18:38:24.076877,113,88,16,6800,37
de186fba-84a2-45e2-9fb4-7b85af9bd356,2606,static_image,2024-12-16T18:38:24.076877,814,151,6,8010,18
7d6003d0-5b6a-4b0f-9454-cd0115554d48,2637,reel,2024-12-16T18:38:24.076877,976,111,22,9158,6
8f82a305-503b-4a06-aaed-cd582a823dd0,317,reel,2025-01-04T18:38:24.076877,363,187,86,8168,32
7999ac01-be9b-4416-9791-ba9d4dd7d4eb,3443,reel,2025-01-03T18:38:24.076877,634,43,49,6407,38
8c158ded-9a9a-464b-9e8e-d5958d10448a,886,carousel,2025-01-08T18:38:24.076877,626,62,76,6838,8
29f03fd2-1737-406c-8661-540b6379c977,4391,static_image,2025-01-05T18:38:24.076877,604,24,12,4775,28
7cb20473-b03a-44ed-8a35-62ff6033086f,3234,carousel,2025-01-04T18:38:24.076877,922,26,99,8879,10
ccc9a894-0bc7-4069-b02d-8cef37f81f25,893,reel,2024-12-14T18:38:24.076877,430,60,95,2531,11
339d39da-fac8-4f51-bd1c-ebda36c78e6e,4210,static_image,2024-12-26T18:38:24.076877,477,71,16,6344,27
12d6bcdb-9684-4cfc-958a-fe505c2380d3,4356,carousel,2025-01-02T18:38:24.076877,341,71,60,2792,40
b0675008-d7d9-4f9d-b5e8-f996be56808a,337,carousel,2024-12-31T18:38:24.076877,65,144,5,7629,38
9e249ef1-a1da-406e-bfad-fa2a33ea4e37,3413,static_image,2024-12-22T18:38:24.076877,210,16,11,9213,20
5b440248-7e83-43e4-9cd0-0a188a3e49d9,4076,reel,2025-01-01T18:38:24.076877,787,178,12,4829,43
0c66ff03-caa4-4aa2-b53b-e88067cb92ee,4417,reel,2024-12-31T18:38:24.076877,708,19,22,8015,39
91fdddec-a2cc-47e1-8775-ce0cb800a4dd,4470,reel,2024-12-19T18:38:24.076877,125,23,92,8278,47
319681c4-36b4-46b0-86f3-2140c11e8eed,368,static_image,2024-12-13T18:38:24.076877,160,196,30,6296,28
05339f31-441b-4f80-9d63-05adc32fa4f8,2769,carousel,2024-12-27T18:38:24.076877,471,53,64,1519,24
7c772226-1613-48ad-841d-4e584cd8cccd,1446,static_image,2025-01-08T18:38:24.076877,600,42,65,6108,18
90ced40b-57d4-48ec-9607-a87ae6bae87b,522,carousel,2025-01-02T18:38:24.076877,957,37,43,3578,26
7ca2135c-a372-4e33-be76-94661687f7ec,596,reel,2024-12-28T18:38:24.076877,533,41,57,6992,17
6c899b88-783f-48ff-9d26-9bc5ba8b47f5,955,carousel,2024-12-21T18:38:24.076877,787,17,56,4440,20
1959e86e-7d06-4929-8afc-afd21355b295,2177,reel,2024-12-17T18:38:24.076877,717,26,97,8525,31
fdbc52cc-aa6b-4d50-b4fe-b9810e33bd3a,4675,carousel,2025-01-05T18:38:24.076877,737,181,16,5053,17
2e6743ff-a9ea-4b96-b981-7a5324df9466,1508,reel,2024-12-23T18:38:24.076877,720,118,32,5746,15
56cb41f9-9057-42ad-9f07-00a4f0618c70,3332,static_image,2024-12-20T18:38:24.076877,946,168,19,4398,44
6293b81b-20d1-4912-9f3a-5b19c69e17d3,3835,reel,2024-12-29T18:38:24.076877,434,57,71,4388,18
b04c60ec-21cc-4c5e-9671-fd08f1513e11,3850,reel,2024-12-26T18:38:24.076877,809,187,18,7175,27
a98c1830-14a5-4445-bbb2-5399f7917051,1950,carousel,2024-12-21T18:38:24.076877,628,52,67,7332,27
70a5b618-5a6c-44c1-b1ab-61c55f084f61,3146,carousel,2025-01-06T18:38:24.076877,771,56,85,6972,41
39e5dcd1-f077-4135-b100-dfc6ef4918b6,1961,static_image,2024-12-24T18:38:24.076877,933,100,18,6322,32
108d4f8a-5344-4f1b-b476-16b5491a88f5,3433,carousel,2024-12-30T18:38:24.076877,218,26,98,8223,32
7c211510-bcb9-4d06-8e77-9f109c281726,4135,static_image,2024-12-18T18:38:24.076877,988,119,64,5834,11
d8ee752e-f910-49d9-b322-b53dcc1cfc96,2852,reel,2024-12-23T18:38:24.076877,759,79,6,3589,31
aed7ccb1-4096-49e4-b614-9c808eb89a88,2225,reel,2024-12-13T18:38:24.076877,395,56,13,6475,41
864ba4d0-ec0f-45b9-98bb-03229ff95701,2775,reel,2024-12-17T18:38:24.076877,177,109,64,7009,47
369654f6-73d7-4c17-8b2d-fbe51485a232,599,carousel,2024-12-29T18:38:24.076877,139,80,50,9209,33
e23f6da5-291b-486a-b037-666f89c9aa74,3928,carousel,2024-12-12T18:38:24.076877,117,34,80,9975,36
10066c4f-5fa0-49cc-8799-c8e708c71aeb,3886,reel,2024-12-24T18:38:24.076877,748,71,41,6550,22
6f1bff08-3867-48cf-b362-1698abf1158b,986,static_image,2024-12-24T18:38:24.076877,381,106,86,4604,41
dc18a5fa-4025-4bab-823d-840b953ce1dd,3007,carousel,2024-12-30T18:38:24.076877,743,165,98,6102,35
53faf13f-2a56-46ce-8e14-3a9986f84809,4640,static_image,2024-12-15T18:38:24.076877,890,43,22,8013,10
e409a5f1-d022-46a1-931d-9a05244c00bd,1107,static_image,2024-12-13T18:38:24.076877,99,145,78,1223,18
46e73e37-26e6-4cb6-8e3b-88cd51d5cb93,3860,carousel,2024-12-16T18:38:24.076877,75,65,36,5215,23
f4d0a5ee-f108-4c3a-ba38-edd6a95afafd,1468,reel,2024-12-14T18:38:24.076877,668,61,29,6221,8
6e127041-c842-461d-9baa-46e706859414,1689,static_image,2024-12-10T18:38:24.076877,542,86,75,8297,13
7835a966-e292-495c-a919-ff1f41fa62cb,440,carousel,2024-12-14T18:38:24.076877,306,171,65,6044,32
7b314fc3-ed4a-40b7-b040-f56822d1a7ea,1632,carousel,2024-12-27T18:38:24.076877,174,76,55,5364,38
b4167fad-5970-4ec7-b258-6d012794cb8b,1143,static_image,2024-12-11T18:38:24.076877,835,104,32,4741,14
95520ee5-ca08-42fb-9f95-158614438e7d,853,reel,2024-12-16T18:38:24.076877,597,193,52,4249,42
de6aa94f-b2bc-40e1-b113-c964d197c435,2389,carousel,2025-01-01T18:38:24.076877,731,26,26,1963,25
27464ec5-e17e-4064-8554-77ef9bd361be,2875,reel,2024-12-17T18:38:24.076877,781,121,92,3842,17
9c8ce016-a2c3-406b-a0be-f341395441c6,2068,carousel,2024-12-10T18:38:24.076877,374,131,34,9545,46
12460143-3af7-425e-8a67-15be220e3abd,931,carousel,2025-01-08T18:38:24.076877,693,167,63,7791,28
e875425c-f23e-4289-9306-ae2f4cb659d8,2907,reel,2025-01-02T18:38:24.076877,977,73,81,5914,19
25c1f3ad-665e-4e3e-940f-b6400c2f8cf0,3347,reel,2024-12-31T18:38:24.076877,667,40,100,4118,22
8e452288-b0d4-4100-9e1f-7a3ed1de390a,697,static_image,2024-12-10T18:38:24.076877,208,116,75,4497,29
265f5a0d-056f-4682-8068-37a21bb2389d,906,carousel,2024-12-25T18:38:24.076877,919,49,96,9690,22
d68cdd2e-5214-4e2a-854b-0a81d9e0dd93,4230,static_image,2024-12-23T18:38:24.076877,848,145,37,4070,49
6a92f668-d72d-4b0f-995a-665ad8d9869f,2913,carousel,2024-12-11T18:38:24.076877,502,153,81,7235,25
771ec79a-9f80-475c-be24-b208af4917fb,996,carousel,2025-01-05T18:38:24.076877,875,102,99,7261,46
53343f2f-f8df-4a6a-85a5-ed9b9e54d522,1019,carousel,2024-12-16T18:38:24.076877,826,41,38,4351,31
afaf4fe0-b88f-4df5-aa98-4cc0822fb875,1625,carousel,2024-12-25T18:38:24.076877,298,43,90,3599,25
4fe04bfa-5707-4a1f-855e-1a4ff4571be7,4378,static_image,2025-01-03T18:38:24.076877,528,62,78,9260,37
33fe2148-2e95-4939-bad1-7ab1771eeac6,732,reel,2024-12-09T18:38:24.076877,107,12,83,3084,14
1349a98c-4eec-4f1b-829b-b7677320fb8b,1434,static_image,2025-01-06T18:38:24.076877,526,145,37,1857,19
84f7a440-90d0-4ce9-802f-6fddc7e6d687,681,reel,2024-12-19T18:38:24.076877,330,79,7,9706,20
3764894f-97e0-44a8-8b8b-00cc7ac7c6cb,3094,static_image,2024-12-28T18:38:24.076877,776,94,73,2337,18
16c7bfeb-2889-4afc-9e2d-114ae7af45a2,4128,reel,2024-12-18T18:38:24.076877,500,132,12,9598,34
b9c6d195-be71-452d-8e2e-650480df1422,2290,reel,2024-12-19T18:38:24.076877,154,59,7,1302,22
2fb7599c-032a-40f5-82c4-fd1e383051da,1621,static_image,2024-12-29T18:38:24.076877,124,156,17,4601,46
424dad6f-3e21-424a-a297-477f41defc88,3592,static_image,2024-12-27T18:38:24.076877,636,62,21,8206,30
eb8e436b-1a8a-4f26-81d9-68dbab05913c,1392,reel,2025-01-01T18:38:24.076877,215,158,29,5432,13
5870724c-9944-4eca-a22f-1349c41529d4,2027,static_image,2024-12-11T18:38:24.076877,465,26,77,5979,36
0ae1d2eb-7d14-4afb-a674-73e905980587,3381,carousel,2024-12-21T18:38:24.076877,982,28,6,4039,36
ec8968fa-1711-4169-95d7-e11bb6070453,1843,reel,2024-12-22T18:38:24.076877,915,136,11,6775,28
28d21eb1-6ee0-4a27-8fff-74896ff2a2bc,4318,carousel,2024-12-31T18:38:24.076877,868,103,45,6314,17
70d27dc1-ae8d-42f3-82fd-ebf44bc33df9,2672,reel,2024-12-24T18:38:24.076877,679,170,86,1422,22
f5ea075e-496b-4f11-b455-2f8c5cd8b8a5,4123,reel,2025-01-02T18:38:24.076877,583,20,24,6736,8
a04e4ccb-2280-4338-9c78-88e24a3c7a27,3172,reel,2024-12-15T18:38:24.076877,701,115,93,1222,15
9c94126a-61f6-4147-8203-6252061fe154,67,static_image,2025-01-02T18:38:24.076877,331,21,67,7476,6
33e9f488-f6b2-4f78-8a86-d42a796068ac,2471,static_image,2024-12-25T18:38:24.076877,957,62,21,9944,33
ea01a2ba-7832-4859-b6fb-057756f70c26,4327,static_image,2024-12-12T18:38:24.076877,768,152,12,7908,27
5c6be610-fda4-4c38-8079-eea9d3a1abca,1045,static_image,2024-12-15T18:38:24.076877,403,62,94,7364,36
8f7e3df6-3988-4413-ae10-d61fa262ab7b,165,carousel,2025-01-02T18:38:24.076877,522,153,20,5126,46
60cd9f2c-b967-4497-8a2c-d0504f275dc7,271,reel,2024-12-17T18:38:24.076877,902,21,43,2102,6
66ea2b0f-7165-4be9-afee-a7c1a5d20400,3200,carousel,2024-12-10T18:38:24.076877,507,165,86,1939,10
4e78015d-2d78-4f19-87f5-9381e8995e14,127,reel,2025-01-04T18:38:24.076877,812,199,96,7804,9
144bd270-fc27-4573-8688-57b58b46d07b,96,reel,2024-12-24T18:38:24.076877,857,23,23,4485,36
479b0fcc-802f-4bcd-a16a-3a2f0a976ba5,3476,reel,2024-12-30T18:38:24.076877,764,146,67,6885,35
4563351f-6ddb-4a5b-a463-44e510e7876b,166,reel,2024-12-15T18:38:24.076877,977,105,50,4864,13
6bd66ece-5dc8-42be-a446-156ab1839874,352,carousel,2025-01-01T18:38:24.076877,316,80,64,9047,50
66b2a721-f4e2-40d8-a56f-405d65a80467,2651,reel,2024-12-20T18:38:24.076877,319,87,6,8331,42
201d9654-4f75-420d-84de-efe0a4f62773,1279,carousel,2024-12-25T18:38:24.076877,191,155,15,2226,21
40b0f8e5-8a20-4e7f-a2a5-983dc7587969,3010,reel,2024-12-26T18:38:24.076877,398,143,72,9700,17
a047c82f-7a48-4f16-a7dd-e060a224f8d7,1748,reel,2024-12-17T18:38:24.076877,274,88,6,3130,49
7c010d5c-23e6-45f3-aaff-316008746572,4148,carousel,2024-12-13T18:38:24.076877,898,32,59,3363,31
8a0f24c6-185f-4a15-a71c-194eaa5c8929,4403,static_image,2025-01-02T18:38:24.076877,347,79,44,3561,31
9397cd8f-ae89-4003-81a6-673329b6ff73,3423,reel,2024-12-12T18:38:24.076877,253,123,62,5411,6
831fc52d-af57-4096-be40-42fdeaffddda,4140,static_image,2024-12-10T18:38:24.076877,276,183,92,4419,21
7906859d-38a3-4f01-b259-3d62cb2b67ec,269,carousel,2024-12-24T18:38:24.076877,880,80,19,4741,16
62a5580c-9ba3-49e7-9809-7767365c9b7e,1009,static_image,2025-01-05T18:38:24.076877,840,80,24,3362,9
a28cbb09-b51b-4c9e-8583-c7e45227090a,1853,static_image,2025-01-02T18:38:24.076877,604,115,37,9090,20
88e744b6-bb2d-4fb6-8655-b86619f5a477,3219,carousel,2024-12-31T18:38:24.076877,328,163,76,6838,36
02bb5243-5bd9-4eb1-998c-c64ae7c803d2,3104,reel,2024-12-23T18:38:24.076877,406,124,29,4965,43
347d6f41-510d-4def-a545-e2155e2b31a1,2479,static_image,2024-12-09T18:38:24.076877,844,113,9,5363,50
9780e2eb-664f-40cd-8a34-f856fa7876e8,1308,carousel,2024-12-22T18:38:24.076877,201,27,92,6752,29
764ca87b-0880-457a-bb33-2bc342047c5a,1916,reel,2024-12-13T18:38:24.076877,855,10,93,9662,45
9e7cd0df-d82c-42c9-9595-e2b2e4a96fd4,1322,static_image,2024-12-26T18:38:24.076877,125,54,73,7682,20
ddd2f11c-f402-40ea-8393-f2449748b387,1666,reel,2024-12-28T18:38:24.076877,845,186,84,1213,6
4da778a9-3f70-4169-9ea2-28d30340c8a4,4549,static_image,2024-12-23T18:38:24.076877,328,200,81,7912,46
ad22a852-fad9-4d3a-9775-1f5833027047,4436,static_image,2024-12-12T18:38:24.076877,226,109,78,6772,45
ab4b5581-3246-4a76-83ba-2865d44c3551,4113,reel,2025-01-03T18:38:24.076877,329,43,95,9471,10
9fc09a89-c004-4a94-b17e-f58d3141f1da,2044,carousel,2024-12-26T18:38:24.076877,545,161,7,9190,18
b62a5fed-b01e-43a1-958d-027f124b482d,905,reel,2024-12-11T18:38:24.076877,366,126,91,4196,27
272d9a3c-2830-4a73-af1d-3538295c43c1,687,static_image,2024-12-22T18:38:24.076877,53,158,71,3754,40
d82a988a-2929-40e5-a90d-b076e3c95279,898,reel,2024-12-23T18:38:24.076877,808,74,9,5919,13
43493012-6a7e-4416-afdc-1502a6c65a8b,3378,static_image,2024-12-13T18:38:24.076877,822,138,44,8527,34
34c5775c-65ab-49d0-b5fb-3bc1cc9d2c85,4006,static_image,2024-12-20T18:38:24.076877,513,143,19,2748,37
b4c523ea-612e-4c76-9d52-171817d4f70a,1366,static_image,2024-12-31T18:38:24.076877,410,146,47,5636,11
1d5bd378-6aaf-4596-a4c5-ddf0d818f3f6,3493,reel,2024-12-26T18:38:24.076877,217,13,59,9448,37
13800e31-7727-4f6b-8c89-138eb695f90f,516,carousel,2024-12-30T18:38:24.076877,495,43,91,1673,47
c45bdf25-ca05-4090-a6e4-b06907011e0a,627,carousel,2024-12-21T18:38:24.076877,871,136,85,7321,48
58ad6770-50ac-4870-9498-316cc0afdfa9,2051,reel,2024-12-20T18:38:24.076877,730,200,72,4374,42
f6053e0b-7fe8-441f-ba03-50f7223a233a,1201,carousel,2024-12-21T18:38:24.076877,838,21,98,3518,41
c845d50c-a8f4-4df9-9d99-f34bcb84e2aa,3964,static_image,2024-12-31T18:38:24.076877,530,20,93,7493,19
ffbfa993-b42a-41c1-94c7-489113bdac2a,4288,reel,2025-01-05T18:38:24.076877,202,171,20,3765,13
917e9dc7-17f3-476d-8104-06fb844736fe,3575,reel,2025-01-07T18:38:24.076877,469,55,53,1132,32
3d314779-29ad-4059-ae8d-f811acb78383,2067,carousel,2025-01-04T18:38:24.076877,190,30,82,6689,12
d6f90383-3dcc-43ca-baac-bc5eb14f19ef,2954,carousel,2025-01-02T18:38:24.076877,397,85,13,5187,27
3aff6fa5-eee2-464c-9cdb-3cc37bc71ff0,4778,static_image,2024-12-15T18:38:24.076877,575,116,22,8882,27
82bb094e-0dcd-4b76-bb13-489b0b81a1a5,2513,static_image,2024-12-27T18:38:24.076877,455,165,57,9314,42
0e68efb8-7d53-4cb9-8b52-18ba4f3ad0be,1041,carousel,2024-12-28T18:38:24.076877,907,127,56,7439,43
9733b70a-6bf9-47b3-b932-2a8ba3d505ee,2976,reel,2024-12-14T18:38:24.076877,420,66,33,9974,5
492bde48-4c45-44c1-8efc-e67ce3544a7a,1947,static_image,2024-12-24T18:38:24.076877,384,91,35,9329,47
fd8ef698-05f5-4ba8-b012-c0a931b0d33d,2013,static_image,2024-12-11T18:38:24.076877,553,162,75,5877,15
9fce1a2d-8909-422d-b44c-f78a58a38ac6,2573,carousel,2024-12-12T18:38:24.076877,431,30,98,8487,38
01198a69-aa06-4fdf-8901-089b51fb7326,3117,static_image,2024-12-30T18:38:24.076877,865,158,59,1029,5
8ec887bf-ebee-4a62-905c-32b5213ccb20,3364,reel,2025-01-07T18:38:24.076877,95,108,29,5720,16
68827c54-cab2-4816-ba7e-3ee00246eba9,742,static_image,2024-12-20T18:38:24.076877,80,48,94,2045,27
deb24d69-daf7-417a-af05-bb8e01b8f1f1,1540,reel,2025-01-07T18:38:24.076877,364,176,9,3446,31
a4345847-989c-47e3-a8a9-2461815a6ffb,3430,reel,2025-01-05T18:38:24.076877,416,88,65,7241,19
45b75d27-2a0f-48cc-b483-6ede63609f80,2201,reel,2024-12-27T18:38:24.076877,655,12,25,6591,19
f5f6b774-72f9-4df3-b632-86cfedf21e71,2657,carousel,2024-12-13T18:38:24.076877,550,103,38,2500,15
e6ec75c9-3353-4211-a6ae-d3c8b058a924,3546,reel,2024-12-12T18:38:24.076877,162,177,90,5513,9
c735e630-db3e-4885-96b0-db9d578701ed,2774,static_image,2024-12-15T18:38:24.076877,885,115,87,1425,22
0ec25704-d92a-4a02-bdbb-d69c43216421,2631,carousel,2024-12-09T18:38:24.076877,916,53,14,6560,21
b514888f-35b8-4ac1-8ad3-6cddc98dc276,4047,static_image,2024-12-20T18:38:24.076877,605,48,87,2435,21
272cd067-3884-4f32-8222-d584657b9d8e,2729,static_image,2024-12-13T18:38:24.076877,764,194,9,5605,25
d03e42b8-953f-4b9c-a824-f3fe8c17e078,3095,carousel,2024-12-12T18:38:24.076877,586,64,9,9416,46
0f190ed8-518e-47d3-bbb9-fa767ff5ee73,2969,reel,2024-12-16T18:38:24.076877,788,82,74,8811,46
8f2d1c72-5116-497c-b94a-0945ebbde09b,2185,static_image,2025-01-01T18:38:24.076877,218,155,24,2085,6
8b534ec5-e990-43f8-8210-fb28664f6443,3803,carousel,2024-12-23T18:38:24.076877,203,110,5,8462,43
4e00f66f-412f-4bbc-a4cf-bf222d8c2f73,863,static_image,2024-12-23T18:38:24.076877,204,52,90,3745,43
10362a16-8dc1-46e1-a0f8-15ca77418515,1396,carousel,2024-12-28T18:38:24.076877,589,22,92,8653,13
